Location,Scenario,Smolt type,Deploy period,Period,X,W,Employ bin,Harvest bin,Deploy bin,Deploy type bin,Y
0,1,0,44,59,2678249.962918458,3015518.8236375386,1.0,1.0,0.0,0.0,0.0
0,1,0,44,60,217521.11411065806,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0,10,10,100000.0,0.0,1.0,0.0,1.0,1.0,100000.0
0,2,0,10,11,183867.15967507966,0.0,1.0,0.0,-0.0,0.0,0.0
0,2,0,10,12,287475.50336913246,0.0,1.0,0.0,-0.0,0.0,0.0
0,2,0,10,13,438750.0619253383,0.0,1.0,0.0,-0.0,0.0,0.0
0,2,0,10,14,590846.8477222977,0.0,1.0,0.0,-0.0,0.0,0.0
0,2,0,10,15,729394.4875365641,0.0,1.0,0.0,-0.0,0.0,0.0
0,2,0,10,16,810009.3123694981,0.0,1.0,0.0,-0.0,0.0,0.0
0,2,0,10,17,875106.497654666,0.0,1.0,0.0,-0.0,0.0,0.0
0,2,0,10,18,967259.242118332,0.0,1.0,0.0,-0.0,0.0,0.0
0,2,0,10,19,1091215.3840512522,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,10,20,1337355.3100284976,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,10,21,1632030.1068335066,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,10,22,2049935.8399804318,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,10,23,2568588.6217448087,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,10,24,3072388.593106978,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,10,25,3487558.0124060074,605512.9698158405,1.0,1.0,-0.0,0.0,0.0
0,2,0,10,26,3229968.193002315,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,10,27,3475536.994187976,250000.0,1.0,1.0,-0.0,0.0,0.0
0,2,0,10,28,3430555.6269820966,250000.0,1.0,1.0,-0.0,0.0,0.0
0,2,0,10,29,3349451.0133932843,566886.7697360168,1.0,1.0,-0.0,0.0,0.0
0,2,0,10,30,2984187.2559273727,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,10,31,3233725.697016484,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,10,32,3600000.0000000056,637625.10885939,1.0,1.0,-0.0,0.0,0.0
0,2,0,10,33,3445625.022916024,4000000.0,1.0,1.0,-0.0,0.0,0.0
0,2,0,44,44,93862.82523145038,0.0,1.0,-0.0,1.0,1.0,93862.82523145038
0,2,0,44,45,153339.47936833318,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,44,46,264682.34235375613,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,44,47,503738.2432313294,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,44,48,787238.602400715,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,44,49,1058942.5862262778,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,44,50,1219058.0606867957,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,44,51,1341253.3286342798,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,44,52,1453396.4831446547,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,44,53,1542839.6761649302,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,44,54,1694019.7279745967,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,44,55,1888467.404844178,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,44,56,2177324.06855018,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,44,57,2586304.4533272353,0.0,1.0,-0.0,-0.0,0.0,0.0
0,2,0,44,58,3184549.982857637,1280453.1212465996,1.0,1.0,-0.0,0.0,0.0
0,2,0,44,59,2575191.0705560986,3117872.3987437766,1.0,1.0,0.0,0.0,0.0
0,3,0,10,10,100000.0,0.0,1.0,0.0,1.0,1.0,100000.0
0,3,0,10,11,194220.4323929666,0.0,1.0,0.0,-0.0,0.0,0.0
0,3,0,10,12,313917.306250867,0.0,1.0,0.0,-0.0,0.0,0.0
0,3,0,10,13,492166.0707263577,0.0,1.0,0.0,-0.0,0.0,0.0
0,3,0,10,14,673930.4554971795,0.0,1.0,0.0,-0.0,0.0,0.0
0,3,0,10,15,841011.2337445212,0.0,1.0,0.0,-0.0,0.0,0.0
0,3,0,10,16,938774.5735544086,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,10,17,1017972.3985397423,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,10,18,1130365.9144599515,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,10,19,1282025.1749673842,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,10,20,1584490.4062329235,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,10,21,1948534.484009988,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,10,22,2467529.3132238416,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,10,23,3114981.3245775183,375328.92833373137,1.0,1.0,-0.0,0.0,0.0
0,3,0,10,24,3371290.6899050707,294516.27671731915,1.0,1.0,-0.0,0.0,0.0
0,3,0,10,25,3546630.8699113075,404354.0407026155,1.0,1.0,-0.0,0.0,0.0
0,3,0,10,26,3506659.2060947516,307569.52926613437,1.0,1.0,-0.0,0.0,0.0
0,3,0,10,27,3473386.417140058,250000.0,1.0,1.0,-0.0,0.0,0.0
0,3,0,10,28,3434050.3743869606,250000.0,1.0,1.0,-0.0,0.0,0.0
0,3,0,10,29,3357800.6883968324,250000.0,1.0,1.0,-0.0,0.0,0.0
0,3,0,10,30,3315409.855035181,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,10,31,3600000.0,418308.8674396123,1.0,1.0,-0.0,0.0,0.0
0,3,0,10,32,3600000.0,661162.4564394406,1.0,1.0,-0.0,0.0,0.0
0,3,0,10,33,3434172.012915081,4000000.0,1.0,1.0,-0.0,0.0,0.0
0,3,0,44,44,93862.82523145038,0.0,1.0,-0.0,1.0,1.0,93862.82523145038
0,3,0,44,45,160414.42453104313,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,44,46,288646.69002258306,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,44,47,571550.7531969816,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,44,48,913705.4403797255,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,44,49,1245441.1710607628,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,44,50,1442190.3517148853,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,44,51,1592859.9301527056,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,44,52,1731473.1316425595,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,44,53,1842259.8002510045,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,44,54,2029792.677059199,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,44,55,2271558.8046851307,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,44,56,2631698.7029122636,0.0,1.0,-0.0,-0.0,0.0,0.0
0,3,0,44,57,3143328.3526756614,810325.1053969758,1.0,1.0,-0.0,0.0,0.0
0,3,0,44,58,3084298.5214911657,1401196.5800532778,1.0,1.0,-0.0,0.0,0.0
0,3,0,44,59,2353103.371187188,2864267.453411332,1.0,1.0,0.0,0.0,0.0
0,4,0,10,10,100000.0,0.0,1.0,0.0,1.0,1.0,100000.0
0,4,0,10,11,199539.7124768548,0.0,1.0,0.0,-0.0,0.0,0.0
0,4,0,10,12,327725.4763809767,0.0,1.0,0.0,-0.0,0.0,0.0
0,4,0,10,13,520427.4689649722,0.0,1.0,0.0,-0.0,0.0,0.0
0,4,0,10,14,718244.1446905767,0.0,1.0,0.0,-0.0,0.0,0.0
0,4,0,10,15,900854.2276924873,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,10,16,1007982.2662408557,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,10,17,1094894.8922941694,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,10,18,1218380.5742802615,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,10,19,1385251.1157291115,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,10,20,1718726.2139364856,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,10,21,2121079.8278721566,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,10,22,2696068.5021280237,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,10,23,3415068.7532879645,799720.7844101335,1.0,1.0,-0.0,0.0,0.0
0,4,0,10,24,3318168.024277796,550770.5424326111,1.0,1.0,-0.0,0.0,0.0
0,4,0,10,25,3236243.032434445,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,10,26,3573106.139879332,256147.09126889068,1.0,1.0,-0.0,0.0,0.0
0,4,0,10,27,3600000.0,599733.70053398,1.0,1.0,-0.0,0.0,0.0
0,4,0,10,28,3221313.4931644173,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,10,29,3386283.782196938,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,10,30,3598149.9988488,465475.5220359331,1.0,1.0,-0.0,0.0,0.0
0,4,0,10,31,3445135.494396756,250000.0,1.0,1.0,-0.0,0.0,0.0
0,4,0,10,32,3600000.0,671730.1234563496,1.0,1.0,-0.0,0.0,0.0
0,4,0,10,33,3429045.9302380076,4000000.0,1.0,1.0,-0.0,0.0,0.0
0,4,0,44,44,93862.82523145038,0.0,1.0,-0.0,1.0,1.0,93862.82523145038
0,4,0,44,45,164032.0751479651,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,44,46,301153.05685965274,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,44,47,607627.5297586784,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,44,48,981725.001825222,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,44,49,1346386.4078770254,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,44,50,1563302.8425301441,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,44,51,1729678.2012523904,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,44,52,1882911.7719253865,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,44,53,2005500.47073859,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,44,54,2213154.0839002472,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,44,55,2481145.331776731,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,44,56,2880854.3930166727,0.0,1.0,-0.0,-0.0,0.0,0.0
0,4,0,44,57,3449571.4199052174,1255033.152971276,1.0,1.0,-0.0,0.0,0.0
0,4,0,44,58,3031130.7451946195,1464713.327210594,1.0,1.0,-0.0,0.0,0.0
0,4,0,44,59,2233808.3696501264,2725645.7791792154,1.0,1.0,0.0,0.0,0.0
1,0,0,0,0,78166.92206079149,0.0,1.0,0.0,1.0,1.0,78166.92206079149
1,0,0,0,1,111239.6557466625,0.0,1.0,0.0,0.0,-0.0,0.0
1,0,0,0,2,147061.67445266206,0.0,1.0,0.0,-0.0,0.0,0.0
1,0,0,0,3,198719.3491309591,0.0,1.0,0.0,-0.0,0.0,0.0
1,0,0,0,4,245845.8848738888,0.0,1.0,0.0,-0.0,0.0,0.0
1,0,0,0,5,284684.9750531769,0.0,1.0,0.0,-0.0,0.0,0.0
1,0,0,0,6,319800.2488670663,0.0,1.0,0.0,-0.0,0.0,0.0
1,0,0,0,7,374686.9665622046,0.0,1.0,0.0,-0.0,0.0,0.0
1,0,0,0,8,477889.67599230766,0.0,1.0,0.0,-0.0,0.0,0.0
1,0,0,0,9,615125.4656698764,0.0,1.0,0.0,-0.0,0.0,0.0
1,0,0,0,10,853387.7200848359,0.0,1.0,0.0,-0.0,0.0,0.0
1,0,0,0,11,1066128.95626352,0.0,1.0,0.0,-0.0,0.0,0.0
1,0,0,0,12,1260843.4271806076,0.0,1.0,0.0,-0.0,0.0,0.0
1,0,0,0,13,1446039.1856263706,0.0,1.0,0.0,-0.0,0.0,0.0
1,0,0,0,14,1617717.108014246,0.0,1.0,0.0,-0.0,0.0,0.0
1,0,0,0,15,1765977.515085446,0.0,1.0,0.0,-0.0,0.0,0.0
1,0,0,0,16,1883548.623056945,0.0,1.0,0.0,-0.0,0.0,0.0
1,0,0,0,17,1975136.5006341261,0.0,1.0,0.0,-0.0,0.0,0.0
1,0,0,0,18,2096160.2957023946,0.0,1.0,0.0,-0.0,0.0,0.0
1,0,0,0,19,2301525.871394834,636118.3133370737,1.0,1.0,-0.0,0.0,0.0
1,0,0,0,20,2003930.8515079832,739340.2590435415,1.0,1.0,-0.0,0.0,0.0
1,0,0,0,21,1623809.9943274374,847665.5254970086,1.0,1.0,-0.0,0.0,0.0
1,0,0,0,22,1081443.1470992465,802533.1189115164,1.0,1.0,-0.0,0.0,0.0
1,0,0,0,23,443449.8013229177,494974.32089836255,1.0,1.0,-0.0,0.0,0.0
1,0,0,30,30,83439.56140038879,0.0,1.0,-0.0,1.0,1.0,83439.56140038879
1,0,0,30,31,111376.6849429567,0.0,1.0,-0.0,-0.0,0.0,0.0
1,0,0,30,32,168921.93941562335,0.0,1.0,-0.0,-0.0,0.0,0.0
1,0,0,30,33,314569.96257417154,0.0,1.0,-0.0,-0.0,0.0,0.0
1,0,0,30,34,557318.3699374781,0.0,1.0,-0.0,-0.0,0.0,0.0
1,0,0,30,35,838326.1159389256,0.0,1.0,-0.0,-0.0,0.0,0.0
1,0,0,30,36,1020127.3760481406,0.0,1.0,-0.0,-0.0,0.0,0.0
1,0,0,30,37,1168607.8244679414,0.0,1.0,-0.0,-0.0,0.0,0.0
1,0,0,30,38,1311736.578926536,0.0,1.0,-0.0,-0.0,0.0,0.0
1,0,0,30,39,1426329.3854347419,0.0,1.0,-0.0,0.0,0.0,0.0
1,0,0,30,40,1544919.7684399728,0.0,1.0,-0.0,0.0,0.0,0.0
1,0,0,30,41,1624590.7555985074,0.0,1.0,-0.0,-0.0,0.0,0.0
1,0,0,30,42,1729215.776077198,0.0,1.0,-0.0,-0.0,0.0,0.0
1,0,0,30,43,1915463.704986053,0.0,1.0,-0.0,-0.0,0.0,0.0
1,0,0,30,44,2237369.5763497283,0.0,1.0,-0.0,-0.0,0.0,0.0
1,0,0,30,45,2674701.9677311485,915513.2513570176,1.0,1.0,-0.0,0.0,0.0
1,0,0,30,46,2304964.174588371,905987.597741809,1.0,1.0,-0.0,0.0,0.0
1,0,0,30,47,1777538.1856784194,763679.9509188321,1.0,1.0,-0.0,0.0,0.0
1,0,0,30,48,1235868.516005705,589750.7138196982,1.0,1.0,-0.0,0.0,0.0
1,0,0,30,49,767021.6173144798,401339.6336074008,1.0,1.0,-0.0,0.0,0.0
1,0,0,30,50,424900.4695163332,451628.8726586246,1.0,1.0,-0.0,0.0,0.0
1,0,0,30,51,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0
1,0,0,30,52,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0
1,0,0,30,53,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,55,55,90934.24868204014,0.0,1.0,-0.0,1.0,1.0,90934.24868204014
1,0,0,55,56,139602.98442394275,0.0,1.0,-0.0,-0.0,0.0,0.0
1,0,0,55,57,229056.58157696188,0.0,1.0,0.0,-0.0,0.0,0.0
1,0,0,55,58,433264.38370157185,0.0,1.0,0.0,-0.0,0.0,0.0
1,0,0,55,59,691549.1049486507,0.0,1.0,-0.0,0.0,0.0,0.0
1,0,0,55,60,1103806.780676177,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0,0,0,78166.92206079149,0.0,1.0,0.0,1.0,1.0,78166.92206079149
1,1,0,0,1,115677.09229160735,0.0,1.0,0.0,0.0,-0.0,0.0
1,1,0,0,2,157201.8508990113,0.0,1.0,0.0,-0.0,0.0,0.0
1,1,0,0,3,218171.6796766274,0.0,1.0,0.0,-0.0,0.0,0.0
1,1,0,0,4,274604.31520194316,0.0,1.0,0.0,-0.0,0.0,0.0
1,1,0,0,5,321560.18911309977,0.0,1.0,0.0,-0.0,0.0,0.0
1,1,0,0,6,364299.2997028115,0.0,1.0,0.0,-0.0,0.0,0.0
1,1,0,0,7,431516.8400488186,0.0,1.0,0.0,-0.0,0.0,0.0
1,1,0,0,8,559006.1534188384,0.0,1.0,0.0,-0.0,0.0,0.0
1,1,0,0,9,730250.7206183916,0.0,1.0,0.0,-0.0,0.0,0.0
1,1,0,0,10,1030755.1384476682,0.0,1.0,0.0,-0.0,0.0,0.0
1,1,0,0,11,1301544.3470599744,0.0,1.0,0.0,-0.0,0.0,0.0
1,1,0,0,12,1550901.7155354943,0.0,1.0,0.0,-0.0,0.0,0.0
1,1,0,0,13,1789141.373112496,0.0,1.0,0.0,-0.0,0.0,0.0
1,1,0,0,14,2010779.669809908,0.0,1.0,0.0,-0.0,0.0,0.0
1,1,0,0,15,2202730.5580540295,0.0,1.0,0.0,-0.0,0.0,0.0
1,1,0,0,16,2355293.9359222767,249999.99999999814,1.0,1.0,-0.0,0.0,0.0
1,1,0,0,17,2224357.1874288213,250000.0,1.0,1.0,-0.0,0.0,0.0
1,1,0,0,18,2115937.273344106,384180.08950045286,1.0,1.0,-0.0,0.0,0.0
1,1,0,0,19,1946927.742817978,675022.6164870153,1.0,1.0,-0.0,0.0,0.0
1,1,0,0,20,1568871.5126253276,777052.477359284,1.0,1.0,-0.0,0.0,0.0
1,1,0,0,21,1083039.5421016403,907624.0876001585,1.0,1.0,-0.0,0.0,0.0
1,1,0,0,22,385883.0745209614,446438.0812347931,1.0,1.0,-0.0,0.0,0.0
1,1,0,0,23,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0
1,1,0,30,30,83439.56140038879,0.0,1.0,-0.0,1.0,1.0,83439.56140038879
1,1,0,30,31,115047.80820782513,0.0,1.0,-0.0,-0.0,0.0,0.0
1,1,0,30,32,181789.3552801311,0.0,1.0,-0.0,-0.0,0.0,0.0
1,1,0,30,33,356106.9080101335,0.0,1.0,-0.0,-0.0,0.0,0.0
1,1,0,30,34,655066.128504435,0.0,1.0,-0.0,-0.0,0.0,0.0
1,1,0,30,35,1007834.6574774568,0.0,1.0,-0.0,-0.0,0.0,0.0
1,1,0,30,36,1238460.4290743687,0.0,1.0,-0.0,-0.0,0.0,0.0
1,1,0,30,37,1427855.2808654094,0.0,1.0,-0.0,-0.0,0.0,0.0
1,1,0,30,38,1611145.7727550026,0.0,1.0,-0.0,-0.0,0.0,0.0
1,1,0,30,39,1758363.011429152,0.0,1.0,-0.0,0.0,0.0,0.0
1,1,0,30,40,1911079.6154376674,0.0,1.0,-0.0,0.0,0.0,0.0
1,1,0,30,41,2013922.896327234,0.0,1.0,-0.0,-0.0,0.0,0.0
1,1,0,30,42,2149146.4637627443,0.0,1.0,-0.0,-0.0,0.0,0.0
1,1,0,30,43,2390280.051616692,0.0,1.0,-0.0,-0.0,0.0,0.0
1,1,0,30,44,2808326.9508339604,964411.3751972015,1.0,1.0,-0.0,0.0,0.0
1,1,0,30,45,2414131.2331770896,973573.2520713895,1.0,1.0,-0.0,0.0,0.0
1,1,0,30,46,1951139.2579578795,995140.8180072795,1.0,1.0,-0.0,0.0,0.0
1,1,0,30,47,1287313.3382713331,853925.9112847084,1.0,1.0,-0.0,0.0,0.0
1,1,0,30,48,599300.0209098235,659717.5033050372,1.0,1.0,-0.0,0.0,0.0
1,1,0,30,49,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0
1,1,0,30,50,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0
1,1,0,30,51,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0
1,1,0,30,52,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0
1,1,0,30,53,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,1,0,55,55,90934.24868204014,0.0,1.0,-0.0,1.0,1.0,90934.24868204014
1,1,0,55,56,146296.1723475068,0.0,1.0,0.0,-0.0,0.0,0.0
1,1,0,55,57,251242.98591665388,0.0,1.0,0.0,-0.0,0.0,0.0
1,1,0,55,58,498513.7221076362,0.0,1.0,0.0,-0.0,0.0,0.0
1,1,0,55,59,818949.8679918679,0.0,1.0,0.0,0.0,0.0,0.0
1,1,0,55,60,1345356.921066034,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0,0,0,78166.92206079149,0.0,1.0,0.0,1.0,1.0,78166.92206079149
1,2,0,0,1,117939.39126766288,0.0,1.0,0.0,0.0,-0.0,0.0
